Consumption_Country	Consumption_Industry	Total_Threatened_Animalia	Total_Threatened_Plantae	Aggregated_Threats	Production_Country	Production_Industry	Threatened_Animalia	Threatened_Plantae	Aggregated_Threats_Per_Tradepath
					Spain	Fishing	4	0	0
					Colombia	Bussines services except financial services and real estate	4	0	0
					Zambia	Fishing	4	0	0
					Peru	Fishing Products	3	0	0
					Chile	Pomology	1	2	0
					Australia	Services to fishing and squid jigging	3	0	0
					Argentina	Fishing	3	0	0
					Thailand	Ocean and Coastal Fishing	2	1	0
					Jamaica	Transport	3	0	0
					Panama	Agriculture	3	0	0
					Morocco	Agriculture	2	0	0
					Switzerland	Agriculture, hunting, forestry, logging, fishing,fish farming and related service activities	2	0	0
					Belgium	Agriculture, hunting and related service activities	2	0	0
					UK	Fish farming (non-organic)	2	0	0
					Tanzania	Agriculture	2	0	0
					Iceland	Agriculture	1	0	0
					Japan	Inland water fisheries and culture	2	0	0
					Italy	Agriculture, hunting and related service activities	2	0	0
					Mexico	Livestock	2	0	0
					Ireland	Agriculture, hunting and related service activities	1	0	0
					Chile	Forestry	2	0	0
					Algeria	Mining and Quarrying	2	0	0
					Iraq	Mining and Quarrying	2	0	0
					Samoa	Agriculture	1	0	0
					Fiji	Agriculture	1	0	0
					Sweden	Agriculture, hunting and related service activities	1	0	0
					Mexico	Forest planning	1	0	0
					France	Agriculture, hunting and related service activities	1	0	0
					Yemen	Fishing	1	0	0
					Sri Lanka	Agriculture	1	0	0
					Egypt	Agriculture	1	0	0
					Pakistan	Agriculture	1	0	0
					Oman	Fishing	1	0	0
					Kenya	Fishing	1	0	0
					Sweden	Fishing, operating of fish hatcheries and fish farms, service activities incidental to fishing	1	0	0
					Moldova	Agriculture	1	0	0
					Suriname	Agriculture	1	0	0
					Angola	Mining and Quarrying	1	0	0
Japan	General eating and drinking places (except coffee shops)	3911	1118	442.1	Ethiopia	Agriculture	425	66	52
					Fiji	Fishing	575	15	50
					Taiwan	Fishery Products	603	23	31.5
					USA	Fishing 	870	530	31
					North Korea	Fishing	108	13	29.6
					New Caledonia	Fishing	559	86	24.7
					Papua New Guinea	Fishing	709	20	20.9
					Thailand	Ocean and Coastal Fishing	784	26	20.5
					Taiwan	Agricultural Services	643	6	14.7
					Chile	Extractive Fishery	186	38	14.3
					New Zealand	Fishing	249	26	11.9
					Argentina	Fishing	262	47	11
					Viet Nam	Fishery	624	23	10.8
					Singapore	Aquarium fish	635	8	8.8
					South Korea	Fishery products	202	24	8.7
					Sri Lanka	Fishing	444	11	8.2
					Tanzania	Agriculture	263	62	7.9
					Vanuatu	Fishing	447	10	7.7
					Thailand	Silk Worm	573	0	6.5
					Hong Kong	fisheries	77	6	6.2
					Maldives	Fishing	305	2	4.9
					Ethiopia	Fishing	99	14	4.3
					New Zealand	Services to agriculture, hunting and trapping	172	4	4
					French Polynesia	Fishing	281	2	4
					USA	Support activities for agriculture and forestry	250	8	3.8
					Norway	Fishing, operating of fish hatcheries and fish farms, service activities incidental to fishing	126	33	3.5
					Canada	Agriculture, hunting, forestry and fishing	143	51	3.4
					Ethiopia	Construction	146	28	3.4
					Madagascar	Agriculture	172	50	2.9
					Belize	Fishing	184	11	2.8
					Mauritania	Agriculture	104	0	2.3
					Kuwait	Business services except machinery & equipment rental & leasing	129	1	2.2
					Australia	Aquaculture	101	26	2
					Papua New Guinea	Agriculture	52	23	1.8
					Oman	Agriculture	81	3	1.5
					Australia	Raw fish	93	26	1.5
					Greenland	Coastal fisheries	47	8	1.2
					China	Fishery	87	4	1.2
					Australia	Beef cattle	64	8	1.2
					Greenland	Offshore fisheries	47	8	1.1
					Iceland	Agriculture	35	3	1
					Belize	Agriculture	53	8	0.8
					Indonesia	Fishery	63	3	0.8
					Ethiopia	Mining and Quarrying	29	0	0.7
					Chile	Business service activities	53	0	0.7
					Morocco	Fishing	41	12	0.6
					Singapore	Other fisheries	31	1	0.6
					Vanuatu	Agriculture	10	5	0.6
					Maldives	Agriculture	25	1	0.5
					Mauritania	Fishing	29	3	0.5
					Seychelles	Agriculture	21	1	0.4
					UAE	Mining and Quarrying	35	0	0.4
					Qatar	Mining and Quarrying	33	0	0.3
					Uruguay	Fishing	24	1	0.3
					Morocco	Agriculture	18	1	0.3
					Denmark	Agricultural services, landscape gardeners etc.	23	1	0.3
					Iceland	Fishing	16	1	0.3
					Taiwan	Forestry	12	0	0.2
					Tunisia	Fishing	16	1	0.2
					Namibia	Agriculture	13	0	0.2
					Ethiopia	Electricity, Gas and Water	7	0	0.2
					South Africa	Agriculture	12	1	0.2
					Sweden	Fishing, operating of fish hatcheries and fish farms, service activities incidental to fishing	12	0	0.2
					Australia	Shellfish	12	0	0.1
					Malaysia	Fish etc.	10	1	0.1
					Burkina Faso	Agriculture	10	0	0.1
					North Korea	Agriculture	8	1	0.1
					Denmark	Agriculture	6	0	0.1
					Myanmar	Agriculture	7	0	0.1
					Greenland	Agriculture and hunting	5	1	0.1
					France	Agriculture, hunting and related service activities	6	0	0.1
					Norway	Agriculture, hunting and related service activities	3	0	0.1
					New Zealand	Sheep and beef cattle farming	5	0	0.1
					Sri Lanka	Agriculture	5	0	0.1
					Seychelles	Fishing	4	0	0.1
					Australia	Sheep and lambs	3	0	0
					Madagascar	Fishing	4	0	0
					Russia	Agriculture, hunting, forestry and fishing	2	0	0
					Finland	Agriculture, hunting and related service activities	2	0	0
					Netherlands	Agriculture, hunting and related service activities	2	0	0
					Belgium	Agriculture, hunting and related service activities	2	0	0
					Costa Rica	Fishing	2	0	0
					Peru	Fishing Products	2	0	0
					Argentina	Agricultural services	2	0	0
					Mozambique	Agriculture	2	0	0
					Singapore	Other business & technical services	2	0	0
					Belarus	Agriculture	1	0	0
					Australia	Barley	1	0	0
					Germany	Fishing	1	0	0
					New Zealand	Other horticulture	1	0	0
					Bulgaria	Agriculture	1	0	0
					Namibia	Fishing	1	0	0
					Philippines	Fishery	1	0	0
					Denmark	Fishing	1	0	0
					Jamaica	Fishing	1	0	0
					Singapore	Other agriculture	1	0	0
					Canada	Food products, beverages and tobacco	1	0	0
					Czech Republic	Agriculture, hunting and related service activities	1	0	0
					Trinidad and Tobago	Fishing	1	0	0
					Mauritania	Food & Beverages	1	0	0
					Brunei	Mining and Quarrying	1	0	0
					Suriname	Agriculture	1	0	0
Germany	Food products	4177	1099	369.1	Madagascar	Agriculture	318	413	31
					Denmark	Agricultural services, landscape gardeners etc.	317	36	13.3
					Czech Republic	Fishing, operating of fish hatcheries and fish farms, service activities incidental to fishing	146	64	12
					Ghana	Agriculture	161	34	12
					Ethiopia	Agriculture	305	22	11.9
					Denmark	Fishing	197	36	11.4
					Cote dIvoire	Agriculture	146	24	11.1
					Mozambique	Agriculture	184	14	10.2
					South Africa	Agriculture	415	48	10.1
					Bulgaria	Agriculture	194	25	8.9
					Seychelles	Fishing	649	69	8.6
					Spain	Agriculture, livestock and hunting	346	97	7.7
					Chad	Agriculture	136	6	7.7
					Sweden	Fishing, operating of fish hatcheries and fish farms, service activities incidental to fishing	200	49	7.1
					Malawi	Agriculture	171	10	6.8
					Hungary	Fishing, operating of fish hatcheries and fish farms, service activities incidental to fishing	147	57	6.2
					Netherlands	Fishing, operating of fish hatcheries and fish farms, service activities incidental to fishing	153	34	6.1
					Sri Lanka	Fishing	444	11	6.1
					Albania	Agriculture	181	22	6
					Sri Lanka	Agriculture	122	9	6
					Thailand	Silk Worm	572	0	5.9
					Netherlands	Agriculture, hunting and related service activities	69	11	5.3
					Austria	Fishing, operating of fish hatcheries and fish farms, service activities incidental to fishing	189	65	5.2
					Luxembourg	Agriculture	83	12	5.2
					Egypt	Agriculture	148	2	5
					Namibia	Agriculture	160	11	4.9
					Czech Republic	Agriculture, hunting and related service activities	76	16	4.8
					Nigeria	Agriculture	207	30	4.6
					Zambia	Agriculture	220	15	4.4
					France	Agriculture, hunting and related service activities	217	34	4.4
					Tanzania	Agriculture	213	44	4.1
					Italy	Agriculture, hunting and related service activities	208	41	4.1
					Austria	Agriculture, hunting and related service activities	119	16	4.1
					Belgium	Fishing, operating of fish hatcheries and fish farms, service activities incidental to fishing	145	38	4.1
					Argentina	Agricultural services	232	13	4.1
					Guatemala	Agriculture	103	21	4
					Morocco	Agriculture	158	20	3.9
					Papua New Guinea	Agriculture	54	23	3.9
					New Zealand	Services to agriculture, hunting and trapping	172	4	3.8
					Turkey	Agriculture, hunting and related service activities	145	1	3.8
					Belarus	Agriculture	101	16	3.7
					Tunisia	Agriculture	111	9	3.7
					Denmark	Agriculture	61	12	3.4
					Hungary	Agriculture, hunting and related service activities	82	16	3.4
					Bosnia and Herzegovina	Agriculture	178	17	3.1
					Iran	Agricultural & animal husbandry service activities	159	0	2.8
					Switzerland	Agriculture, hunting, forestry, logging, fishing,fish farming and related service activities	106	15	2.7
					Cyprus	Agriculture	103	22	2.7
					Belgium	Agriculture, hunting and related service activities	68	13	2.7
					Costa Rica	Agriculture	87	21	2.6
					Honduras	Agriculture	109	17	2.5
					Moldova	Agriculture	101	9	2.5
					Central African Republic	Agriculture	120	6	2.3
					Syria	Agriculture	90	1	2.1
					Iceland	Fishing	54	9	2
					Seychelles	Agriculture	60	27	1.8
					Cameroon	Agriculture	97	2	1.7
					Panama	Agriculture	82	23	1.7
					Uganda	Agriculture	123	4	1.6
					France	Fishing, operating of fish hatcheries and fish farms, service activities incidental to fishing	65	28	1.5
					Senegal	Agriculture	76	1	1.5
					USA	Support activities for agriculture and forestry	110	0	1.4
					Poland	Agriculture, hunting and related service activities	70	17	1.2
					Iceland	Agriculture	35	3	1.2
					Canada	Agriculture, hunting, forestry and fishing	59	17	1.1
					Burkina Faso	Agriculture	72	0	1.1
					Italy	Fishing, operating of fish hatcheries and fish farms, service activities incidental to fishing	60	25	1.1
					Ukraine	Agriculture	69	4	1
					Norway	Fishing, operating of fish hatcheries and fish farms, service activities incidental to fishing	48	2	0.8
					Azerbaijan	Agriculture	46	0	0.8
					El Salvador	Agriculture	50	13	0.8
					Dominican Republic	Agriculture	36	8	0.8
					Greece	Agriculture, hunting and related service activities	34	0	0.8
					Pakistan	Agriculture	56	1	0.7
					Poland	Fishing, operating of fish hatcheries and fish farms, service activities incidental to fishing	38	8	0.7
					New Zealand	Fishing	40	0	0.7
					Burundi	Agriculture	46	1	0.6
					Senegal	Fishing	27	7	0.6
					Bulgaria	Fishing	38	7	0.6
					Afghanistan	Agriculture	40	1	0.6
					Ethiopia	Fishing	31	2	0.5
					UK	Fishing 	42	0	0.5
					TFYR Macedonia	Agriculture, hunting and related service activities	25	1	0.5
					Slovenia	Agriculture, hunting and related service activities	23	0	0.5
					Papua New Guinea	Fishing	36	2	0.5
					Ireland	Fishing, operating of fish hatcheries and fish farms, service activities incidental to fishing	30	3	0.5
					Belarus	Fishing	28	1	0.4
					Finland	Agriculture, hunting and related service activities	17	0	0.4
					Nicaragua	Agriculture	22	0	0.4
					Slovakia	Agriculture, hunting and related service activities	20	1	0.3
					Croatia	Agriculture	21	1	0.3
					Uruguay	Fishing	24	1	0.3
					Greenland	Coastal fisheries	20	1	0.3
					India	Animal services(agricultural)	21	1	0.3
					Namibia	Mining and Quarrying	18	1	0.3
					Greenland	Offshore fisheries	19	1	0.3
					Suriname	Agriculture	14	1	0.2
					Mauritius	Sugar Cane 	10	3	0.2
					Bolivia	NON-INDUSTRIAL AGRICULTURAL PRODUCTS	19	0	0.2
					Cuba	Agriculture	13	2	0.2
					Mali	Agriculture	11	0	0.2
					Ireland	Agriculture, hunting and related service activities	11	0	0.2
					Israel	Photographic activities and other business activities n.e.c.	13	0	0.2
					Singapore	Other business & technical services	14	0	0.2
					Togo	Agriculture	10	1	0.2
					Swaziland	Agriculture	9	0	0.1
					Estonia	Fishing, operating of fish hatcheries and fish farms, service activities incidental to fishing	8	0	0.1
					Morocco	Fishing	9	0	0.1
					Greece	Fishing, operating of fish hatcheries and fish farms, service activities incidental to fishing	9	0	0.1
					Israel	Growing of vegetables (including melons and pumpkins)	9	0	0.1
					Namibia	Fishing	8	0	0.1
					Lithuania	Agriculture, hunting and related service activities	4	0	0.1
					Romania	Agriculture, hunting and related service activities	5	0	0.1
					Bangladesh	Agriculture	5	1	0.1
					Maldives	Agriculture	5	0	0.1
					Chile	Extractive Fishery	6	0	0.1
					Kuwait	Business services except machinery & equipment rental & leasing	5	0	0.1
					Ghana	Fishing	4	1	0.1
					Georgia	Growing of fruit, nuts, beverage and spice crops	5	0	0.1
					Guinea	Agriculture	4	0	0.1
					Ethiopia	Mining and Quarrying	5	0	0.1
					Turkmenistan	Agriculture	4	0	0.1
					Syria	Mining and Quarrying	3	1	0
					Sweden	Agriculture, hunting and related service activities	3	0	0
					Luxembourg	Mining and Quarrying	3	0	0
					Ethiopia	Construction	4	0	0
					France	Extraction of crude petroleum and natural gas, service activities incidental to oil and gas extraction excluding surveying	3	0	0
					Iceland	Transport	4	0	0
					Netherlands	Other mining and quarrying	2	1	0
					Iceland	Mining and Quarrying	3	0	0
					Cote dIvoire	Fishing	3	0	0
					Chile	Pomology	1	2	0
					UK	Agricultural service activities, landscape gardening Change of title for SIC(2003) 	3	0	0
					Norway	Agriculture, hunting and related service activities	2	0	0
					Brazil	Agriculture and forestry	3	0	0
					Poland	Extraction of crude petroleum and natural gas, service activities incidental to oil and gas extraction excluding surveying	3	0	0
					Portugal	Agriculture, hunting and related service activities	2	0	0
					Singapore	Other agriculture	2	0	0
					Tunisia	Fishing	2	0	0
					Estonia	Agriculture, hunting and related service activities	2	0	0
					Vanuatu	Agriculture	2	0	0
					Spain	Fishing	2	0	0
					Peru	Fishing Products	2	0	0
					Cote dIvoire	Mining and Quarrying	2	0	0
					Czech Republic	Forestry, logging and related service activities	1	1	0
					Hungary	Forestry, logging and related service activities	1	1	0
					Latvia	Fishing, operating of fish hatcheries and fish farms, service activities incidental to fishing	2	0	0
					UK	Hunting, trapping and game propagation, including related service activities	2	0	0
					South Africa	Businessactivities	2	0	0
					Singapore	Aquarium fish	2	0	0
					Slovakia	Fishing, operating of fish hatcheries and fish farms, service activities incidental to fishing	2	0	0
					Ethiopia	Electricity, Gas and Water	1	0	0
					Russia	Agriculture, hunting, forestry and fishing	1	0	0
					Madagascar	Mining and Quarrying	1	0	0
					Lebanon	Agriculture	1	0	0
					Rwanda	Agriculture	1	0	0
					Netherlands	Extraction of crude petroleum and natural gas, service activities incidental to oil and gas extraction excluding surveying	1	0	0
					Ecuador	Other Business	1	0	0
					Latvia	Agriculture, hunting and related service activities	1	0	0
					UK	Fish farming (non-organic)	1	0	0
					Cuba	Fishing	1	0	0
					Peru	Agricultural, Hunting and Forestry products	1	0	0
					Belgium	Forestry, logging and related service activities	1	0	0
					Mauritius	Other business activities 	1	0	0
					Thailand	Ocean and Coastal Fishing	1	0	0
					Benin	Agriculture	1	0	0
USA	Seafood product preparation and packaging	2711	508	362.6	Fiji	Fishing	578	15	68.8
					Panama	Fishing	280	17	40.7
					Mexico	Fishing, hunting and trapping	714	160	32.4
					Costa Rica	Fishing	268	12	31.5
					Trinidad and Tobago	Fishing	159	6	23.2
					Samoa	Fishing	345	3	19
					Tanzania	Fishing	579	46	16.3
					French Polynesia	Fishing	281	2	14.1
					Nicaragua	Fishing	207	11	13.8
					Ecuador	Shrimp farming	346	113	11.8
					Honduras	Fishing	249	9	11.6
					Singapore	Aquarium fish	635	8	9.4
					Bahamas	Fishing	180	18	8.9
					Canada	Agriculture, hunting, forestry and fishing	245	101	8.5
					Sri Lanka	Fishing	444	11	8
					Suriname	Fishing	71	5	6.5
					Singapore	Other fisheries	584	1	6.4
					Barbados	Fishing	148	3	4.9
					New Zealand	Fishing	228	24	4.6
					Maldives	Fishing	305	2	4.4
					Hong Kong	fisheries	77	6	3.6
					Haiti	Fishing	181	15	3.3
					Senegal	Fishing	119	20	2.5
					Iceland	Fishing	54	9	1.7
					Venezuela	Fishing, operation of fish hatcheries and fish farms, service activities related to fishing	110	9	1.7
					Ecuador	Fishing	72	6	1.1
					Philippines	Fishery	61	1	0.8
					Taiwan	Fishery Products	45	1	0.6
					Vanuatu	Fishing	26	1	0.5
					Australia	Aquaculture	29	4	0.4
					Guatemala	Fishing	19	4	0.3
					Greece	Fishing, operating of fish hatcheries and fish farms, service activities incidental to fishing	22	4	0.3
					Chile	Extractive Fishery	23	0	0.3
					Uruguay	Fishing	24	1	0.3
					Netherlands	Fishing, operating of fish hatcheries and fish farms, service activities incidental to fishing	10	0	0.1
					Tunisia	Fishing	7	0	0.1
					Cyprus	Fishing	7	0	0.1
					Portugal	Fishing, operating of fish hatcheries and fish farms, service activities incidental to fishing	5	0	0.1
