Consumption_Country	Consumption_Industry	Total_Threatened_Animalia	Total_Threatened_Plantae	Aggregated_Threats	Production_Country	Production_Industry	Threatened_Animalia	Threatened_Plantae	Aggregated_Threats_Per_Tradepath
					Belgium	Extraction of crude petroleum and natural gas, service activities incidental to oil and gas extraction excluding surveying	3	0	0
					Cote dIvoire	Transport	3	0	0
					Nepal	Electricity, Gas and Water	1	1	0
					Ghana	Agriculture	2	0	0
					Tanzania	Agriculture	2	0	0
					Nepal	Petroleum, Chemical and Non-Metallic Mineral Products	2	0	0
					Benin	Transport	2	0	0
					India	Petroleum products	2	0	0
					Russia	Other Business Activities	2	0	0
					India	Other non-metallic mineral prods.	2	0	0
					Bhutan	Wood and Paper	2	0	0
					Israel	Fruit trees (investment to bearing)	1	0	0
					Ecuador	Forestry and logging	1	0	0
					Togo	Agriculture	1	0	0
					Peru	Mineral Products	1	0	0
					Moldova	Agriculture	1	0	0
					Zambia	Transport	1	0	0
					Israel	Forestry	1	0	0
					Israel	Natural rubber (imports)	1	0	0
Indonesia	Other construction	2324	293	2279.9	Indonesia	Other construction	1540	219	1895.9
					Indonesia	Cement and cement products	1921	201	95.2
					Indonesia	Non-metallic ore and quarrying	840	19	78.4
					Indonesia	Transportation	1048	45	57.5
					Indonesia	Other non-metallic mineral products	1921	201	44.5
					Indonesia	Metal products	1169	62	25.3
					Singapore	Other business & technical services	660	6	18.7
					Indonesia	Iron and steel	1169	62	16.3
					Indonesia	Crude petroleum and natural gas	236	0	13.6
					Indonesia	Forestry	94	12	10.9
					Indonesia	Iron ore	618	1	10.4
					Kuwait	Business services except machinery & equipment rental & leasing	268	2	6.5
					Singapore	Other manufacturing	204	0	4.1
					Malaysia	Crude petrol, natural gas &coal	205	0	2.1
					Indonesia	Refined petroleum and its products	22	0	0.2
					Indonesia	Fishery	2	1	0
					Vanuatu	Transport	3	0	0
					Bahrain	Mining and Quarrying	2	0	0
					Kuwait	Land transport	1	0	0
					Viet Nam	Cude oil, natural gas (except exploration)	1	0	0
					Singapore	Other freight transport	1	0	0
Malaysia	Buildings & constructions	1721	451	2038.6	Malaysia	Buildings & constructions	1541	449	1783.6
					Malaysia	Stone, clay & sand quarrying	1395	234	222
					Singapore	Other business & technical services	806	12	25.9
					Malaysia	Transport	263	28	3.6
					Singapore	Other manufacturing	204	0	3.1
					Malaysia	Other non-metal products	20	1	0.2
					Israel	Photographic activities and other business activities n.e.c.	13	0	0.2
Thailand	Rice Milling	2080	176	1938.2	Thailand	Silk Worm	2074	174	1936
					Myanmar	Mining and Quarrying	128	1	2.2
					Thailand	Electricity	0	1	0
					Thailand	Petroleum and Natural Gas	1	0	0
Indonesia	Fishery	1384	125	1650.4	Indonesia	Fishery	1214	115	1647
					Indonesia	Shipbuilding	226	18	3.3
					Kuwait	Business services except machinery & equipment rental & leasing	2	0	0
					Singapore	Other business & technical services	2	0	0
Philippines	Unclassified	1496	155	1622.1	Philippines	Unclassified	1489	155	1618.9
					Philippines	Crude petroleum and natural gas	220	0	3
					Singapore	Other business & technical services	15	0	0.2
					Israel	Photographic activities and other business activities n.e.c.	5	0	0.1
					Philippines	Electricity and gas	1	0	0
Thailand	Other Constructions	1500	237	1498.3	Thailand	Other Constructions	1500	236	1498.3
					Laos	Agriculture	0	2	0
Papua New Guinea	Education, Health and Other Services	1144	149	1428.6	Papua New Guinea	Education, Health and Other Services	1077	136	1262.4
					Papua New Guinea	Electricity, Gas and Water	570	8	62.7
					Papua New Guinea	Construction	749	93	42.7
					Papua New Guinea	Fishing	709	20	22.5
					Papua New Guinea	Transport	690	14	15.3
					Papua New Guinea	Petroleum, Chemical and Non-Metallic Mineral Products	658	20	11.9
					Papua New Guinea	Mining and Quarrying	565	1	10.7
					Papua New Guinea	Electrical and Machinery	15	7	0.3
					Papua New Guinea	Agriculture	6	0	0.1
Malaysia	Fish etc.	1588	268	1399.7	Malaysia	Fish etc.	1570	267	1398.8
					Bangladesh	Fishing	48	2	1
India	Other crops	2266	415	1397.7	India	Animal services(agricultural)	1865	324	1296.1
					India	Other crops	1426	248	93.4
					India	Wheat	217	45	3.6
					India	Paddy	217	45	3.5
					Afghanistan	Agriculture	40	1	0.6
					Nepal	Agriculture	15	0	0.2
					India	Other livestock products	16	2	0.2
					India	Crude petroleum, natural gas	2	0	0
					India	Jowar	1	0	0
					Bhutan	Mining and Quarrying	1	0	0
Taiwan	Rice 	1315	63	1392.3	Taiwan	Agricultural Services	1301	54	1384.8
					Taiwan	Rice 	541	11	6
					Taiwan	Paddy Rice	31	6	1.5
					Taiwan	Coarse Grain Crops	3	0	0
Ecuador	Building and construction work	1252	529	1375.9	Ecuador	Construction	994	439	1208.4
					Ecuador	Other Business	993	364	132.1
					Ecuador	Forestry and logging	56	8	14.5
					Ecuador	Crude oil, natural gas and related service activities	380	12	6.7
					Ecuador	Manufacture of other non-metallic mineral products	364	11	6.2
					Ecuador	Transport and storage	216	16	5.3
					Ecuador	Manufacture of oil refining	84	1	1.3
					Ecuador	Manufacture of basic metals and fabricated metal products	84	1	1.1
					Ecuador	Mining and quarrying	29	1	0.3
					Ecuador	Electricity and water	2	1	0.1
Mauritius	Constructions and Construction Services 	788	55	1371.7	Mauritius	Construction 	517	27	1003.2
					Mauritius	Other business activities 	732	28	320.8
					Mauritius	Construction GG 	391	24	23
					Mauritius	Electricity 	321	1	13.5
					Mauritius	Land Transport 	11	26	4.3
					Mauritius	Manufacture of Non-metallic mineral products 	358	1	4.1
					Mauritius	Air Transport 	36	5	1.5
					Mauritius	Other Agriculture GG 	21	0	0.9
					Mauritius	Other Agriculture 	13	0	0.3
					Mauritius	Wholesale and retail trade and repairs 	7	0	0.1
					Mauritius	Fishing 	6	0	0.1
USA	Fishing 	1203	603	1324.7	USA	Fishing 	1203	603	1324.7
Tanzania	Education, Health and Other Services	1513	604	1252.9	Tanzania	Education, Health and Other Services	1326	520	1120.5
					Tanzania	Construction	594	223	32.6
					Tanzania	Electricity, Gas and Water	393	3	31.9
					Tanzania	Transport	534	79	27.9
					Tanzania	Petroleum, Chemical and Non-Metallic Mineral Products	636	190	13.4
					Tanzania	Mining and Quarrying	399	2	10.3
					Tanzania	Fishing	579	46	7.2
					Tanzania	Agriculture	263	62	5.5
					Tanzania	Post and Telecommunications	70	39	1.3
					Tanzania	Electrical and Machinery	70	39	1.2
					Kenya	Quarrying and Mining	83	0	1
					Tanzania	Wholesale Trade	11	2	0.2
					Tanzania	Wood and Paper	1	0	0
Madagascar	Education, Health and Other Services	1511	510	1252.6	Madagascar	Education, Health and Other Services	1349	458	1125.4
					Madagascar	Transport	627	33	26.3
					Madagascar	Construction	667	105	24.2
					Madagascar	Electricity, Gas and Water	345	2	21.6
					Madagascar	Fishing	702	61	19
					Madagascar	Mining and Quarrying	351	2	16.8
					Madagascar	Petroleum, Chemical and Non-Metallic Mineral Products	857	157	11.7
					Mauritius	Other business activities 	351	1	5.4
					Madagascar	Post and Telecommunications	82	16	1.1
					Madagascar	Electrical and Machinery	82	16	1
					Madagascar	Agriculture	6	0	0.1
					Madagascar	Wholesale Trade	1	0	0
India	Fishing	1059	208	1174.1	India	Fishing	1059	208	1174.1
Philippines	Fishery	1548	152	1142.5	Philippines	Fishery	1546	152	1139.1
					Philippines	Crude petroleum and natural gas	220	0	3.4
USA	Food services and drinking places	5681	1535	1137.1	Fiji	Fishing	637	36	151.6
					USA	Support activities for agriculture and forestry	1813	344	91.3
					Panama	Fishing	287	18	88.5
					Mexico	Fishing, hunting and trapping	714	160	71.1
					Costa Rica	Fishing	270	13	69.6
					Trinidad and Tobago	Fishing	163	6	51.1
					Samoa	Fishing	348	3	42.6
					USA	Fishing 	880	530	42
					Tanzania	Fishing	579	46	36.7
					French Polynesia	Fishing	281	2	30.7
					Nicaragua	Fishing	207	11	30.6
					Ecuador	Shrimp farming	488	174	29.8
					Honduras	Fishing	249	9	27
					Canada	Agriculture, hunting, forestry and fishing	300	117	26.3
					USA	Food services and drinking places	955	199	22.8
					Bahamas	Fishing	181	18	21.1
					Singapore	Aquarium fish	636	8	20.7
					Sri Lanka	Fishing	444	11	17.9
					Singapore	Other fisheries	635	8	15.2
					Philippines	Fishery	774	16	14.7
					Suriname	Fishing	78	10	14.3
					Barbados	Fishing	148	3	14.2
					Australia	Aquaculture	855	86	13.2
					New Zealand	Fishing	249	26	11
					Jamaica	Fishing	175	42	9.9
					Maldives	Fishing	305	2	9.7
					USA	Logging 	494	37	9.2
					Taiwan	Fishery Products	578	23	9.1
					Vanuatu	Fishing	447	10	8.4
					Ecuador	Fishing	345	113	8.3
					Hong Kong	fisheries	83	7	8.1
					Haiti	Fishing	181	15	7.8
					Belize	Fishing	184	11	6.6
					Venezuela	Fishing, operation of fish hatcheries and fish farms, service activities related to fishing	244	27	6.4
					Senegal	Fishing	119	20	5.5
					USA	Cattle ranching and farming	188	19	5.4
					Guatemala	Fishing	182	17	4.7
					Greece	Fishing, operating of fish hatcheries and fish farms, service activities incidental to fishing	253	73	4.6
					USA	Dairy cattle and milk production	188	19	4.5
					USA	Electric power generation, transmission, and distribution	116	49	4.1
					Iceland	Fishing	54	9	3.9
					Chile	Extractive Fishery	181	35	3.6
					USA	Poultry and egg production 	188	19	3.2
					USA	Grain farming	134	127	3
					Mexico	Services related to agriculture and forestry	172	6	3
					Netherlands	Fishing, operating of fish hatcheries and fish farms, service activities incidental to fishing	153	34	2.9
					USA	Services to buildings and dwellings	214	21	2.8
					Liberia	Agriculture	122	8	2.6
					USA	Nonresidential maintenance and repair	214	21	2.6
					Tunisia	Fishing	150	34	2.5
					USA	Oil and gas extraction 	73	52	2.4
					Belize	Agriculture	53	8	2.4
					Canada	Other Business Activities	141	15	2.3
					USA	Air transportation 	175	9	1.9
					Uruguay	Fishing	93	11	1.9
					Costa Rica	Agriculture	87	21	1.6
					Portugal	Fishing, operating of fish hatcheries and fish farms, service activities incidental to fishing	74	30	1.5
					Jamaica	Agriculture	24	5	1.4
					UK	Fishing 	88	10	1.4
					Trinidad and Tobago	Mining and Quarrying	61	1	1.4
					Venezuela	Crude oil and natural gas	71	4	1.2
					USA	Pipeline transportation	59	0	1.2
					Honduras	Agriculture	85	5	1.1
					Canada	Food products, beverages and tobacco	46	27	1.1
					New Zealand	Services to agriculture, hunting and trapping	61	0	1
					Madagascar	Agriculture	37	10	0.9
					Barbados	Agriculture	21	1	0.8
					Israel	Shore and lake fisheries	47	5	0.8
					Israel	Pond culture fisheries	46	5	0.7
					South Korea	Fishery products	44	1	0.7
					Taiwan	Agricultural Services	38	0	0.6
					USA	Animal production, except cattle and poultry and eggs 	31	1	0.6
					Cyprus	Fishing	26	5	0.6
					Ecuador	Other Business	38	1	0.5
					Denmark	Agricultural services, landscape gardeners etc.	38	1	0.5
					Bahamas	Agriculture	25	9	0.5
					Ethiopia	Agriculture	37	0	0.5
					Bolivia	FORESTRY, HUNTING AND FISHING	31	3	0.5
					Norway	Fishing, operating of fish hatcheries and fish farms, service activities incidental to fishing	34	2	0.4
					Canada	Mining and quarrying (energy)	22	12	0.4
					Australia	Raw fish	29	4	0.4
					Viet Nam	Fishery	32	2	0.4
					Thailand	Inland Fishing	28	4	0.4
					USA	Truck transportation 	15	8	0.4
					Dominican Republic	Fishing	17	1	0.3
					Dominican Republic	Agriculture	19	1	0.3
					South Africa	Agriculture	22	3	0.3
					El Salvador	Fishing	14	3	0.3
					Trinidad and Tobago	Agriculture	12	0	0.3
					Chad	Agriculture	14	1	0.3
					Thailand	Silk Worm	20	0	0.2
					Portugal	Forestry, logging and related service activities	21	0	0.2
					Guatemala	Agriculture	12	0	0.2
					Nicaragua	Agriculture	13	0	0.2
					Singapore	Other business & technical services	15	0	0.2
					Malawi	Agriculture	13	1	0.2
					USA	All other crop farming 	13	4	0.2
					Belize	Food & Beverages	14	2	0.2
					Ghana	Agriculture	12	1	0.2
					Cote dIvoire	Agriculture	11	0	0.2
					Guyana	Fishing	12	1	0.2
					Malaysia	Fish etc.	10	1	0.1
					Ireland	Fishing, operating of fish hatcheries and fish farms, service activities incidental to fishing	9	0	0.1
					Indonesia	Fishery	10	1	0.1
					Denmark	Agriculture	6	0	0.1
					Gabon	Mining and Quarrying	7	0	0.1
					Haiti	Agriculture	9	0	0.1
					Belgium	Fishing, operating of fish hatcheries and fish farms, service activities incidental to fishing	10	0	0.1
					Mexico	Agriculture	7	1	0.1
					Nigeria	Mining and Quarrying	6	0	0.1
					El Salvador	Agriculture	5	0	0.1
					Mongolia	Agriculture	7	0	0.1
					Germany	Fishing	5	1	0.1
					Mauritius	Other Agriculture 	6	0	0.1
					Kuwait	Business services except machinery & equipment rental & leasing	5	0	0.1
					Australia	Beef cattle	4	0	0.1
					Argentina	Agricultural services	5	0	0.1
					Israel	Photographic activities and other business activities n.e.c.	5	0	0.1
					USA	Coal mining	4	1	0.1
					Netherlands	Agriculture, hunting and related service activities	3	0	0.1
					Chile	Business service activities	4	0	0.1
					Trinidad and Tobago	Construction	5	0	0.1
					USA	Oilseed farming	4	0	0.1
					Spain	Fishing	4	0	0
					USA	Forest nurseries, forest products, and timber tracts	4	0	0
					Colombia	Bussines services except financial services and real estate	4	0	0
					Zambia	Fishing	4	0	0
					Peru	Fishing Products	3	0	0
					Chile	Pomology	1	2	0
					Australia	Services to fishing and squid jigging	3	0	0
					Argentina	Fishing	3	0	0
					Thailand	Ocean and Coastal Fishing	2	1	0
					Jamaica	Transport	3	0	0
					Panama	Agriculture	3	0	0
					Morocco	Agriculture	2	0	0
					Switzerland	Agriculture, hunting, forestry, logging, fishing,fish farming and related service activities	2	0	0
					Belgium	Agriculture, hunting and related service activities	2	0	0
					UK	Fish farming (non-organic)	2	0	0
					Tanzania	Agriculture	2	0	0
					Iceland	Agriculture	1	0	0
					Japan	Inland water fisheries and culture	2	0	0
					Italy	Agriculture, hunting and related service activities	2	0	0
					Mexico	Livestock	2	0	0
					Ireland	Agriculture, hunting and related service activities	1	0	0
					Chile	Forestry	2	0	0
					Algeria	Mining and Quarrying	2	0	0
					Iraq	Mining and Quarrying	2	0	0
					Samoa	Agriculture	1	0	0
					Fiji	Agriculture	1	0	0
					Sweden	Agriculture, hunting and related service activities	1	0	0
					Mexico	Forest planning	1	0	0
					France	Agriculture, hunting and related service activities	1	0	0
					Yemen	Fishing	1	0	0
					Sri Lanka	Agriculture	1	0	0
					Egypt	Agriculture	1	0	0
					Pakistan	Agriculture	1	0	0
					Oman	Fishing	1	0	0
					Kenya	Fishing	1	0	0
					Sweden	Fishing, operating of fish hatcheries and fish farms, service activities incidental to fishing	1	0	0
					Moldova	Agriculture	1	0	0
					Suriname	Agriculture	1	0	0
					Angola	Mining and Quarrying	1	0	0
Singapore	Building construction	1339	136	1129.8	Singapore	Building construction	908	90	1052.4
					Malaysia	Stone, clay & sand quarrying	932	56	39.1
					Singapore	Other business & technical services	806	12	25
					Singapore	Electricity	541	0	10.2
					Kuwait	Business services except machinery & equipment rental & leasing	119	0	1.4
					Singapore	Other freight transport	12	0	0.7
					Japan	Non-ferrous metal scrap	29	3	0.5
					Singapore	Water transport	24	0	0.3
					Malaysia	Other non-metal products	20	1	0.2
					Singapore	Wholesale & retail trades	3	0	0
					Thailand	Silk Worm	3	0	0
					Singapore	Architectural & engineering services	1	0	0
					Singapore	Air transport	1	0	0
Japan	Grain milling	1507	72	1085	Japan	Agricultural services (except veterinary service)	1494	65	1076.2
					Japan	Rice	54	14	8.8
Japan	General eating and drinking places (except coffee shops)	4671	1168	1072.2	Japan	Agricultural services (except veterinary service)	1494	65	461.7
					Japan	Inland water fisheries and culture	860	65	55
					Ethiopia	Agriculture	425	66	52
					Fiji	Fishing	575	15	50
					Japan	Other processed seafood	694	30	36.5
					Japan	Marine fisheries	860	65	34.1
					Taiwan	Fishery Products	603	23	31.5
					USA	Fishing 	870	530	31
					North Korea	Fishing	108	13	29.6
					New Caledonia	Fishing	559	86	24.7
					Papua New Guinea	Fishing	709	20	20.9
					Thailand	Ocean and Coastal Fishing	784	26	20.5
					Japan	Marine culture	745	41	19.4
					Taiwan	Agricultural Services	643	6	14.7
					Chile	Extractive Fishery	186	38	14.3
					New Zealand	Fishing	249	26	11.9
					Japan	Other business services	618	16	11.6
					Argentina	Fishing	262	47	11
					Viet Nam	Fishery	624	23	10.8
					Singapore	Aquarium fish	635	8	8.8
					South Korea	Fishery products	202	24	8.7
					Sri Lanka	Fishing	444	11	8.2
					Tanzania	Agriculture	263	62	7.9
					Vanuatu	Fishing	447	10	7.7
					Thailand	Silk Worm	573	0	6.5
					Hong Kong	fisheries	77	6	6.2
					Maldives	Fishing	305	2	4.9
					Japan	Fowls and broilers	22	3	4.9
